CustomerID,recency,frequency,monetary_value,r_quartile,f_quartile,m_quartile,RFMScore
13659.0,197,108,1550.85,4,1,1,411
13662.0,85,58,879.08,3,2,2,322
13663.0,179,13,189.46999999999997,4,4,4,444
13666.0,60,12,84.65,3,4,4,344
13667.0,149,87,305.0199999999999,4,2,3,423
13668.0,2,501,6216.07,1,1,1,111
13669.0,50,9,218.55,2,4,4,244
13670.0,75,25,349.7,3,3,3,333
13672.0,301,16,-71.45999999999998,4,4,4,444
13673.0,18,65,396.91999999999996,2,2,3,223
13675.0,151,25,486.82000000000005,4,3,3,433
13678.0,151,16,232.6,4,4,4,444
13680.0,1,216,2202.31,1,1,1,111
13681.0,17,57,827.83,2,2,2,222
13682.0,187,3,59.5,4,4,4,444
13684.0,285,31,64.23,4,3,4,434
13685.0,2,39,3119.44,1,3,1,131
13686.0,182,8,72.0,4,4,4,444
13689.0,63,6,910.0,3,4,2,342
13690.0,59,9,172.25,3,4,4,344
13692.0,24,55,1466.8699999999997,2,2,2,222
13693.0,325,4,-32.0,4,4,4,444
13694.0,3,585,62653.1,1,1,1,111
13695.0,31,90,2504.13,2,2,1,221
13697.0,38,12,151.3,2,4,4,244
13699.0,155,14,308.58,4,4,3,443
13700.0,26,197,2265.12,2,1,1,211
13703.0,318,1,99.5,4,4,4,444
13704.0,5,135,2295.3100000000004,1,1,1,111
13705.0,7,28,711.86,1,3,2,132
13706.0,302,20,330.79,4,3,3,433
13707.0,267,48,806.41,4,2,2,422
13708.0,271,51,296.88,4,2,3,423
13709.0,3,346,6249.11,1,1,1,111
13710.0,31,8,180.48,2,4,4,244
13711.0,218,13,252.06000000000003,4,4,4,444
13712.0,246,10,228.83999999999997,4,4,4,444
13715.0,281,108,1053.94,4,1,2,412
13716.0,269,21,138.28,4,3,4,434
13717.0,32,103,1432.2600000000002,2,1,2,212
13718.0,246,12,306.55,4,4,3,443
13719.0,15,60,1041.68,1,2,2,122
13720.0,116,43,799.9,3,2,2,322
13721.0,36,28,524.1400000000001,2,3,3,233
13722.0,120,86,2369.16,3,2,1,321
13723.0,217,6,199.85000000000002,4,4,4,444
13725.0,49,118,1809.8099999999997,2,1,1,211
13726.0,38,42,1079.6599999999999,2,2,2,222
13727.0,28,20,333.48,2,3,3,233
13728.0,36,63,1016.1400000000001,2,2,2,222
13730.0,135,43,752.6,3,2,2,322
13731.0,219,38,610.59,4,3,3,433
13732.0,28,33,491.86000000000007,2,3,3,233
13735.0,24,208,2766.18,2,1,1,211
13736.0,5,194,724.0,1,1,2,112
13737.0,200,30,339.6,4,3,3,433
13739.0,18,3,216.9,2,4,4,244
13740.0,240,23,350.75,4,3,3,433
13741.0,71,35,666.33,3,3,2,332
13742.0,16,323,3102.42,1,1,1,111
13743.0,2,42,1340.15,1,2,2,122
13744.0,95,72,1156.36,3,2,2,322
13745.0,151,26,291.53999999999996,4,3,3,433
13747.0,373,1,79.6,4,4,4,444
13748.0,95,28,948.2499999999999,3,3,2,332
13750.0,53,24,1647.26,3,3,1,331
13751.0,288,9,296.25,4,4,3,443
13752.0,124,76,1186.28,3,2,2,322
13753.0,287,35,741.26,4,3,2,432
13754.0,151,12,282.6,4,4,3,443
13755.0,3,343,2154.6800000000003,1,1,1,111
13756.0,2,143,5145.120000000001,1,1,1,111
13758.0,11,117,3190.55,1,1,1,111
13759.0,33,25,659.41,2,3,2,232
13760.0,54,57,286.78999999999996,3,2,3,323
13761.0,50,70,1070.65,2,2,2,222
13762.0,204,14,-1.4210854715202004e-14,4,4,4,444
13763.0,63,17,1689.46,3,4,1,341
13764.0,70,208,1521.7600000000002,3,1,2,312
13767.0,2,399,16945.71,1,1,1,111
13769.0,2,143,2771.87,1,1,1,111
13771.0,64,120,2631.7,3,1,1,311
13772.0,33,177,1132.13,2,1,2,212
13774.0,81,22,345.0,3,3,3,333
13777.0,0,219,25748.350000000002,1,1,1,111
13778.0,103,9,178.7,3,4,4,344
13780.0,7,57,360.01000000000005,1,2,3,123
13781.0,250,17,127.84,4,4,4,444
13782.0,12,115,912.0,1,1,2,112
13784.0,9,31,2462.7899999999995,1,3,1,131
13786.0,367,7,230.4,4,4,4,444
13787.0,75,31,309.04,3,3,3,333
13790.0,4,45,348.79999999999995,1,2,3,123
13791.0,43,17,1047.68,2,4,2,242
13792.0,66,13,195.54999999999995,3,4,4,344
13798.0,1,439,36351.42,1,1,1,111
13799.0,116,39,688.8600000000001,3,3,2,332
13800.0,309,33,558.32,4,3,3,433
13801.0,66,23,324.79999999999995,3,3,3,333
13802.0,138,66,3906.2699999999995,3,2,1,321
13803.0,255,17,277.07000000000005,4,4,4,444
13804.0,30,137,2635.79,2,1,1,211
13805.0,52,13,924.5999999999999,3,4,2,342
13806.0,63,10,256.38,3,4,4,344
13807.0,367,7,112.6,4,4,4,444
13808.0,5,76,1747.6600000000003,1,2,1,121
13819.0,301,36,1140.35,4,3,2,432
13821.0,144,59,385.64,4,2,3,423
13822.0,5,96,632.0,1,2,2,122
13823.0,18,40,957.66,2,3,2,232
13824.0,32,46,1698.94,2,2,1,221
13826.0,158,12,174.65,4,4,4,444
13827.0,57,93,412.05,3,2,3,323
13828.0,22,15,209.49000000000004,2,4,4,244
13829.0,359,1,-102.0,4,4,4,444
13831.0,16,74,2202.99,1,2,1,121
13832.0,17,4,40.949999999999996,2,4,4,244
13833.0,159,29,384.7999999999999,4,3,3,433
13835.0,25,55,834.57,2,2,2,222
13837.0,211,19,271.24,4,3,4,434
13838.0,5,174,691.7299999999999,1,1,2,112
13841.0,252,1,85.0,4,4,4,444
13842.0,58,206,3385.6200000000003,3,1,1,311
13844.0,11,20,361.62,1,3,3,133
13845.0,64,9,312.98,3,4,3,343
13846.0,24,58,847.6099999999999,2,2,2,222
13848.0,92,5,1255.0,3,4,2,342
13849.0,51,101,1537.95,3,2,1,321
13850.0,88,94,1586.8100000000002,3,2,1,321
13851.0,95,81,2651.4599999999996,3,2,1,321
13853.0,8,24,1056.94,1,3,2,132
13854.0,8,114,8025.0199999999995,1,1,1,111
13856.0,168,17,363.4,4,4,3,443
13858.0,57,11,216.17000000000002,3,4,4,344
13859.0,326,28,201.16,4,3,4,434
13860.0,1,77,1240.0000000000002,1,2,2,122
13862.0,18,142,2187.3100000000004,2,1,1,211
13863.0,245,22,299.55999999999995,4,3,3,433
13865.0,58,30,501.56,3,3,3,333
13866.0,74,7,145.67,3,4,4,344
13867.0,31,61,1015.29,2,2,2,222
13868.0,7,33,3192.54,1,3,1,131
13869.0,123,307,3104.95,3,1,1,311
13870.0,2,118,2751.2500000000005,1,1,1,111
13871.0,22,338,6389.8,2,1,1,211
13873.0,119,24,381.7,3,3,3,333
13874.0,358,18,540.45,4,3,3,433
13875.0,53,104,1786.79,3,1,1,311
13876.0,63,7,122.69999999999999,3,4,4,344
13877.0,86,3,117.24000000000001,3,4,4,344
13878.0,54,36,1281.53,3,3,2,332
13880.0,21,165,3219.7700000000004,2,1,1,211
13881.0,3,180,16989.52,1,1,1,111
13882.0,2,66,1131.28,1,2,2,122
13883.0,1,155,2538.75,1,1,1,111
13884.0,7,60,781.3000000000002,1,2,2,122
13885.0,189,28,506.8,4,3,3,433
13886.0,71,16,243.56,3,4,4,344
13887.0,204,19,349.54999999999995,4,3,3,433
13888.0,119,40,605.63,3,3,3,333
13889.0,92,15,416.9,3,4,3,343
13890.0,1,114,1860.8600000000001,1,1,1,111
13892.0,26,27,632.97,2,3,2,232
13893.0,297,21,821.1000000000001,4,3,2,432
13894.0,22,30,535.97,2,3,3,233
13895.0,21,119,2588.12,2,1,1,211
13897.0,50,17,311.15999999999997,2,4,3,243
13898.0,325,12,155.93,4,4,4,444
13899.0,16,19,388.52,1,3,3,133
13900.0,183,43,740.9499999999999,4,2,2,422
13901.0,72,149,2867.2,3,1,1,311
13904.0,37,26,332.64000000000004,2,3,3,233
13908.0,79,126,2347.0499999999997,3,1,1,311
13911.0,57,148,2580.91,3,1,1,311
13914.0,3,34,613.95,1,3,3,133
13917.0,49,18,272.03999999999996,2,3,4,234
13918.0,49,30,1212.8400000000004,2,3,2,232
13922.0,351,7,172.24999999999997,4,4,4,444
13923.0,53,20,351.13000000000005,3,3,3,333
13924.0,1,137,1682.08,1,1,1,111
13925.0,36,45,616.65,2,2,3,223
13926.0,23,11,223.85000000000002,2,4,4,244
13927.0,74,21,348.99000000000007,3,3,3,333
13928.0,10,27,464.57,1,3,3,133
13929.0,169,10,802.85,4,4,2,442
13930.0,57,17,337.34,3,4,3,343
13931.0,85,59,1230.93,3,2,2,322
13932.0,294,16,307.4,4,4,3,443
13933.0,109,23,608.7899999999998,3,3,3,333
13934.0,263,31,922.0999999999999,4,3,2,432
13936.0,171,27,361.2799999999999,4,3,3,433
13937.0,169,9,158.85,4,4,4,444
13938.0,35,7,71.66,2,4,4,244
13939.0,23,46,556.7499999999999,2,2,3,223
13940.0,17,49,839.14,2,2,2,222
13941.0,21,47,4912.409999999999,2,2,1,221
13946.0,79,11,561.57,3,4,3,343
13947.0,65,5,90.6,3,4,4,344
13948.0,360,3,101.99999999999999,4,4,4,444
13949.0,2,160,2427.3199999999997,1,1,1,111
13950.0,11,36,728.5600000000001,1,3,2,132
13951.0,176,39,674.4499999999998,4,3,2,432
13952.0,211,138,3246.091,4,1,1,411
13953.0,7,20,3515.6799999999994,1,3,1,131
13954.0,1,30,378.59,1,3,3,133
13955.0,154,33,322.96,4,3,3,433
13956.0,5,152,1026.42,1,1,2,112
13958.0,372,5,-102.45,4,4,4,444
13959.0,79,92,598.1999999999999,3,2,3,323
13960.0,21,12,230.22,2,4,4,244
13962.0,21,11,169.55,2,4,4,244
13963.0,308,35,664.5400000000001,4,3,2,432
13967.0,145,2,80.7,4,4,4,444
13969.0,7,633,8986.689999999999,1,1,1,111
13971.0,8,158,2702.2200000000003,1,1,1,111
13972.0,70,15,190.25000000000003,3,4,4,344
13973.0,287,11,264.7,4,4,4,444
13974.0,49,28,413.59,2,3,3,233
13975.0,31,340,2503.23,2,1,1,211
13976.0,206,10,357.98,4,4,3,443
13978.0,14,15,196.79,1,4,4,144
13979.0,73,54,869.8699999999998,3,2,2,322
13980.0,60,11,200.14000000000001,3,4,4,344
13982.0,39,115,1861.11,2,1,1,211
13983.0,29,112,2590.46,2,1,1,211
13984.0,26,17,488.03,2,4,3,243
13985.0,4,353,7024.530000000001,1,1,1,111
13986.0,17,13,320.46000000000004,2,4,3,243
13988.0,19,239,4098.8,2,1,1,211
13989.0,65,41,1266.08,3,3,2,332
13990.0,213,16,311.3,4,4,3,443
13991.0,12,86,850.6300000000001,1,2,2,122
13992.0,30,5,76.8,2,4,4,244
13993.0,32,125,3409.6600000000003,2,1,1,211
13994.0,3,155,2313.1400000000003,1,1,1,111
13995.0,15,87,1383.49,1,2,2,122
13999.0,10,212,3865.26,1,1,1,111
14000.0,206,16,633.71,4,4,2,442
14001.0,45,40,2030.33,2,3,1,231
14002.0,134,47,529.7299999999999,3,2,3,323
14004.0,43,171,4582.639999999999,2,1,1,211
14005.0,9,84,2874.72,1,2,1,121
14006.0,115,30,962.1899999999999,3,3,2,332
14009.0,198,44,685.9299999999998,4,2,2,422
14012.0,277,11,328.8,4,4,3,443
14013.0,110,34,473.02,3,3,3,333
14014.0,77,39,505.18,3,3,3,333
14015.0,52,20,917.34,3,3,2,332
14019.0,46,68,1398.9599999999998,2,2,2,222
14020.0,16,39,642.8000000000001,1,3,2,132
14021.0,155,22,631.9000000000001,4,3,2,432
14022.0,225,28,440.0,4,3,3,433
14023.0,7,31,584.0699999999999,1,3,3,133
14024.0,121,16,327.70000000000005,3,4,3,343
14027.0,60,6,104.82000000000002,3,4,4,344
14029.0,63,15,467.66,3,4,3,343
14030.0,18,243,2360.0899999999997,2,1,1,211
14031.0,7,258,14634.640000000001,1,1,1,111
14032.0,2,152,2929.8399999999997,1,1,1,111
14034.0,22,92,512.02,2,2,3,223
14035.0,28,66,1428.0200000000002,2,2,2,222
14036.0,284,38,626.65,4,3,3,433
14037.0,176,28,147.2,4,3,4,434
14038.0,78,93,1554.4799999999996,3,2,1,321
14039.0,33,6,152.2,2,4,4,244
14040.0,40,241,3542.19,2,1,1,211
14041.0,266,21,141.41,4,3,4,434
14044.0,26,209,652.8199999999999,2,1,2,212
14045.0,109,6,1659.75,3,4,1,341
14046.0,284,14,154.99,4,4,4,444
14047.0,8,34,1290.0099999999998,1,3,2,132
14048.0,277,88,375.13,4,2,3,423
14049.0,16,505,5639.15,1,1,1,111
14050.0,31,54,746.3599999999999,2,2,2,222
14051.0,0,215,15477.34,1,1,1,111
14052.0,19,56,225.36,2,2,4,224
14053.0,124,4,260.25,3,4,4,344
14054.0,65,6,92.46,3,4,4,344
14055.0,106,10,725.6400000000001,3,4,2,342
14056.0,1,1128,8124.4,1,1,1,111
14057.0,23,291,6147.4,2,1,1,211
14059.0,266,8,183.6,4,4,4,444
14060.0,4,203,6135.38,1,1,1,111
14062.0,9,111,10464.850000000002,1,1,1,111
14064.0,29,82,1188.32,2,2,2,222
14066.0,266,7,152.55,4,4,4,444
14067.0,63,52,374.7,3,2,3,323
14068.0,320,24,265.85,4,3,4,434
14071.0,3,333,1307.4099999999999,1,1,2,112
14073.0,21,14,139.54,2,4,4,244
14075.0,4,43,942.26,1,2,2,122
14076.0,129,46,122.47,3,2,4,324
14077.0,40,42,499.4200000000001,2,2,3,223
14078.0,101,65,1049.37,3,2,2,322
14079.0,124,12,375.0999999999999,3,4,3,343
14080.0,32,4,45.599999999999994,2,4,4,244
14081.0,267,156,904.67,4,1,2,412
14082.0,364,29,182.24999999999997,4,3,4,434
14083.0,4,181,1018.4300000000001,1,1,2,112
14085.0,2,451,4435.790000000001,1,1,1,111
14087.0,2,70,181.67,1,2,4,124
14088.0,10,590,50415.490000000005,1,1,1,111
14089.0,56,14,161.0,3,4,4,344
14090.0,324,1,76.32000000000001,4,4,4,444
14092.0,7,217,4063.1000000000004,1,1,1,111
14093.0,12,105,442.84999999999997,1,1,3,113
14096.0,4,5128,57120.91,1,1,1,111
14098.0,36,21,147.34999999999997,2,3,4,234
14099.0,16,252,3092.97,1,1,1,111
14100.0,137,26,194.90000000000003,3,3,4,334
14101.0,73,35,5976.790000000001,3,3,1,331
14102.0,5,84,1314.73,1,2,2,122
14104.0,154,21,216.20999999999998,4,3,4,434
14105.0,85,76,1260.33,3,2,2,322
14107.0,51,124,2688.48,3,1,1,311
14108.0,30,35,594.1600000000001,2,3,3,233
14109.0,23,14,80.19999999999999,2,4,4,244
14110.0,3,157,5669.650000000001,1,1,1,111
14111.0,14,11,688.6,1,4,2,142
14112.0,22,173,2774.17,2,1,1,211
14113.0,3,40,1377.92,1,3,2,132
14114.0,273,15,386.53,4,4,3,443
14116.0,19,72,1382.7399999999998,2,2,2,222
14117.0,143,3,90.0,3,4,4,344
14119.0,354,1,-19.9,4,4,4,444
14121.0,3,161,2740.3,1,1,1,111
14124.0,84,5,419.58000000000004,3,4,3,343
14125.0,10,167,2740.4300000000003,1,1,1,111
14126.0,7,16,643.6300000000001,1,4,2,142
14127.0,122,44,709.7099999999999,3,2,2,322
14128.0,60,46,637.5000000000002,3,2,2,322
14129.0,1,52,1123.8600000000001,1,2,2,122
14130.0,319,67,483.86,4,2,3,423
14132.0,2,201,3580.13,1,1,1,111
14133.0,129,30,590.3399999999999,3,3,3,333
14135.0,1,134,4690.3099999999995,1,1,1,111
14138.0,1,47,982.3800000000002,1,2,2,122
14139.0,46,26,415.81999999999994,2,3,3,233
14140.0,3,67,920.05,1,2,2,122
14141.0,2,46,879.03,1,2,2,122
14142.0,373,22,311.81,4,3,3,433
14143.0,133,7,115.8,3,4,4,344
14145.0,46,12,3148.2,2,4,1,241
14146.0,8,245,2949.57,1,1,1,111
14147.0,49,6,468.4,2,4,3,243
14148.0,233,3,157.2,4,4,4,444
14149.0,212,40,259.43,4,3,4,434
14150.0,35,26,658.64,2,3,2,232
14152.0,75,50,611.09,3,2,3,323
14154.0,239,52,1345.62,4,2,2,422
14155.0,266,6,118.75,4,4,4,444
14157.0,19,49,400.43,2,2,3,223
14158.0,40,41,507.65999999999997,2,3,3,233
14159.0,19,1212,4678.3,2,1,1,211
14161.0,215,108,1110.52,4,1,2,412
14162.0,173,25,289.36,4,3,3,433
14163.0,87,52,2445.9100000000003,3,2,1,321
14164.0,70,29,1631.7700000000004,3,3,1,331
14165.0,275,25,122.54,4,3,4,434
14167.0,39,52,574.84,2,2,3,223
14171.0,98,58,363.79,3,2,3,323
14173.0,10,29,450.8400000000001,1,3,3,133
14174.0,33,26,134.46,2,3,4,234
14175.0,51,164,3108.0600000000004,3,1,1,311
14176.0,297,32,574.0,4,3,3,433
14177.0,84,43,554.46,3,2,3,323
14178.0,8,327,1620.9300000000003,1,1,1,111
14179.0,40,165,719.78,2,1,2,212
14180.0,10,248,4640.77,1,1,1,111
14184.0,66,24,452.89,3,3,3,333
14185.0,331,3,197.65,4,4,4,444
14188.0,8,71,2018.9099999999999,1,2,1,121
14189.0,2,277,4604.3099999999995,1,1,1,111
14191.0,1,263,4660.01,1,1,1,111
14193.0,67,42,853.3900000000001,3,2,2,322
14194.0,4,604,11216.75,1,1,1,111
14195.0,201,8,962.7,4,4,2,442
14196.0,106,6,335.52,3,4,3,343
14198.0,4,44,663.4999999999999,1,2,2,122
14199.0,218,2,185.39999999999998,4,4,4,444
14201.0,60,39,688.0400000000001,3,3,2,332
14204.0,2,44,161.02999999999994,1,2,4,124
14205.0,10,39,218.78,1,3,4,134
14206.0,239,21,308.26,4,3,3,433
14208.0,94,10,151.73999999999998,3,4,4,344
14209.0,10,88,2067.13,1,2,1,121
14210.0,91,103,1900.89,3,1,1,311
14211.0,53,118,2208.3,3,1,1,311
14212.0,89,9,1070.48,3,4,2,342
14213.0,371,5,-1192.2000000000003,4,4,4,444
14214.0,30,70,1000.2300000000001,2,2,2,222
14215.0,11,109,1777.92,1,1,1,111
14216.0,3,59,1839.3000000000002,1,2,1,121
14217.0,1,107,1925.36,1,1,1,111
14218.0,42,12,169.48000000000002,2,4,4,244
14219.0,4,7,89.94,1,4,4,144
14220.0,247,21,632.3999999999999,4,3,2,432
14221.0,42,194,3427.85,2,1,1,211
14222.0,177,41,683.1700000000001,4,3,2,432
14223.0,92,61,975.23,3,2,2,322
14224.0,110,118,1050.1200000000001,3,1,2,312
14226.0,28,73,2201.64,2,2,1,221
14227.0,26,183,3315.7100000000005,2,1,1,211
14229.0,51,43,1450.6000000000001,3,2,2,322
14231.0,179,54,822.0600000000001,4,2,2,422
14232.0,31,118,2043.93,2,1,1,211
14233.0,43,36,1447.5100000000002,2,3,2,232
14234.0,22,159,775.4600000000003,2,1,2,212
14235.0,10,80,3093.86,1,2,1,121
14236.0,80,15,490.86,3,4,3,343
14237.0,373,9,161.00000000000003,4,4,4,444
14238.0,326,8,146.85,4,4,4,444
14239.0,43,116,2323.5000000000005,2,1,1,211
14240.0,30,42,890.3400000000001,2,2,2,222
14241.0,183,10,213.70000000000005,4,4,4,444
14242.0,234,16,280.55,4,4,4,444
14243.0,8,148,2535.88,1,1,1,111
14245.0,176,112,1677.48,4,1,1,411
14246.0,110,75,1474.0600000000002,3,2,2,322
14247.0,278,20,136.76999999999998,4,3,4,434
14248.0,318,8,302.58,4,4,3,443
14250.0,7,111,1904.05,1,1,1,111
14251.0,1,78,2879.7,1,2,1,121
14256.0,254,54,935.06,4,2,2,422
14257.0,51,107,3087.2700000000004,3,1,1,311
14258.0,9,112,12650.080000000002,1,1,1,111
14259.0,141,5,120.0,3,4,4,344
14261.0,50,52,1163.45,2,2,2,222
14262.0,8,143,2618.2299999999996,1,1,1,111
14264.0,154,19,319.47,4,3,3,433
14267.0,150,66,1279.0900000000001,4,2,2,422
14270.0,331,29,492.65,4,3,3,433
14271.0,225,10,112.32,4,4,4,444
14272.0,73,33,437.96000000000004,3,3,3,333
14273.0,51,29,559.97,3,3,3,333
14276.0,88,75,1019.3900000000001,3,2,2,322
14280.0,196,8,134.04,4,4,4,444
14282.0,3,156,3729.34,1,1,1,111
14284.0,30,34,578.45,2,3,3,233
14285.0,21,27,1910.0100000000002,2,3,1,231
14286.0,23,285,4595.81,2,1,1,211
14287.0,8,11,151.23,1,4,4,144
14288.0,212,17,413.85,4,4,3,443
14289.0,8,47,911.26,1,2,2,122
14290.0,11,103,2307.45,1,1,1,111
14291.0,1,238,3873.3,1,1,1,111
14292.0,7,108,4819.329999999999,1,1,1,111
14293.0,3,61,1046.56,1,2,2,122
14295.0,40,7,154.7,2,4,4,244
14297.0,17,64,1284.06,2,2,2,222
14298.0,3,1640,50862.44,1,1,1,111
14299.0,8,162,2855.3500000000004,1,1,1,111
14300.0,18,3,43.2,2,4,4,244
14301.0,107,16,632.04,3,4,2,342
14304.0,222,27,197.1,4,3,4,434
14305.0,71,110,1803.76,3,1,1,311
14306.0,51,35,2083.42,3,3,1,331
14307.0,88,180,2995.72,3,1,1,311
14309.0,8,123,2319.6800000000003,1,1,1,111
14311.0,225,27,229.71000000000004,4,3,4,434
14312.0,46,87,1611.59,2,2,1,221
14314.0,106,8,120.0,3,4,4,344
14315.0,21,104,2456.9800000000005,2,1,1,211
14317.0,64,24,508.58,3,3,3,333
14320.0,206,42,343.10999999999996,4,2,3,423
14321.0,10,123,1530.7500000000002,1,1,1,111
14323.0,114,41,574.26,3,3,3,333
14326.0,234,9,166.85000000000002,4,4,4,444
14327.0,163,12,311.65000000000003,4,4,3,443
14329.0,8,269,4928.74,1,1,1,111
14331.0,124,28,462.65999999999997,3,3,3,333
14332.0,22,26,866.3100000000001,2,3,2,232
14333.0,64,19,351.45,3,3,3,333
14334.0,16,163,2539.46,1,1,1,111
14336.0,16,90,1614.91,1,2,1,121
14338.0,158,34,554.2199999999999,4,3,3,433
14339.0,234,18,289.91,4,3,3,433
14340.0,218,6,134.7,4,4,4,444
14341.0,45,130,2166.38,2,1,1,211
14342.0,21,24,607.71,2,3,3,233
14344.0,127,71,889.9300000000002,3,2,2,322
14345.0,38,6,108.97999999999999,2,4,4,244
14346.0,120,60,1021.58,3,2,2,322
14348.0,260,18,409.57,4,3,3,433
14349.0,10,31,133.5,1,3,4,134
14350.0,270,21,258.7,4,3,4,434
14351.0,164,1,51.0,4,4,4,444
14352.0,157,47,1078.9600000000003,4,2,2,422
14353.0,215,6,90.6,4,4,4,444
14354.0,5,9,163.62,1,4,4,144
14355.0,365,11,174.4,4,4,4,444
14356.0,60,38,666.9399999999999,3,3,2,332
14357.0,43,41,225.76999999999998,2,3,4,234
14359.0,19,58,882.5799999999999,2,2,2,222
14360.0,31,118,2128.2300000000005,2,1,1,211
14362.0,22,41,161.2,2,3,4,234
14364.0,108,69,3717.35,3,2,1,321
14367.0,8,533,9167.82,1,1,1,111
14368.0,319,8,155.0,4,4,4,444
14371.0,295,4,100.5,4,4,4,444
14373.0,358,4,76.55,4,4,4,444
14375.0,185,75,257.68,4,2,4,424
14377.0,191,11,617.05,4,4,3,443
14379.0,44,46,348.1,2,2,3,223
14381.0,52,56,202.68,3,2,4,324
14382.0,26,131,626.07,2,1,3,213
14383.0,38,59,1247.69,2,2,2,222
14385.0,9,14,202.10999999999999,1,4,4,144
14386.0,296,7,142.4,4,4,4,444
14387.0,32,140,1770.5600000000002,2,1,1,211
14388.0,8,191,3172.04,1,1,1,111
14389.0,8,62,999.72,1,2,2,122
14390.0,10,291,4592.47,1,1,1,111
14393.0,218,5,67.94999999999999,4,4,4,444
14395.0,2,353,3471.91,1,1,1,111
14396.0,65,73,487.99000000000007,3,2,3,323
14397.0,0,95,2556.68,1,2,1,121
14400.0,141,26,559.6999999999999,3,3,3,333
14401.0,4,183,4039.98,1,1,1,111
14403.0,130,26,1426.31,3,3,2,332
14404.0,33,104,1434.7200000000003,2,1,2,212
14406.0,119,8,156.75,3,4,4,344
14407.0,107,76,2111.08,3,2,1,321
14408.0,10,107,2606.53,1,1,1,111
14409.0,71,55,1908.2500000000002,3,2,1,321
14410.0,15,287,576.3,1,1,3,113
14411.0,310,14,1063.0,4,4,2,442
14412.0,35,45,761.33,2,2,2,222
14413.0,362,23,122.7,4,3,4,434
14414.0,91,98,1485.1300000000003,3,2,2,322
14415.0,1,612,5811.56,1,1,1,111
14416.0,22,14,490.2200000000001,2,4,3,243
14418.0,3,124,1937.25,1,1,1,111
14419.0,10,206,1058.06,1,1,2,112
14420.0,85,30,385.87,3,3,3,333
14421.0,57,27,813.1100000000001,3,3,2,332
14422.0,0,222,4263.639999999999,1,1,1,111
14423.0,218,3,265.2,4,4,4,444
14424.0,17,1,322.08,2,4,3,243
14426.0,18,264,3918.8999999999996,2,1,1,211
14427.0,50,17,363.34000000000003,2,4,3,243
14428.0,7,148,1230.1399999999999,1,1,2,112
14431.0,298,22,397.76000000000005,4,3,3,433
14432.0,9,382,2255.51,1,1,1,111
14434.0,21,12,1372.8,2,4,2,242
14436.0,98,9,89.06,3,4,4,344
14437.0,143,6,-43.400000000000006,3,4,4,344
14438.0,306,9,131.9,4,4,4,444
14440.0,8,55,2357.6800000000003,1,2,1,121
14441.0,0,59,1545.14,1,2,1,121
14443.0,53,98,1400.88,3,2,2,322
14446.0,0,293,1039.58,1,1,2,112
14447.0,18,70,1163.2300000000002,2,2,2,222
14448.0,9,20,375.35,1,3,3,133
14449.0,18,258,907.1,2,1,2,212
14450.0,180,40,483.24999999999994,4,3,3,433
14451.0,60,109,662.59,3,1,2,312
14452.0,10,62,264.44,1,2,4,124
14453.0,190,22,119.93,4,3,4,434
14456.0,5,977,3047.63,1,1,1,111
14457.0,310,4,113.64,4,4,4,444
14459.0,155,37,1837.92,4,3,1,431
14460.0,110,17,383.34,3,4,3,343
14461.0,148,180,2103.0599999999995,4,1,1,411
14462.0,63,246,1965.9,3,1,1,311
14463.0,98,6,529.62,3,4,3,343
14465.0,246,130,1058.62,4,1,2,412
14466.0,29,72,2272.4,2,2,1,221
14467.0,17,90,598.76,2,2,3,223
14470.0,11,43,461.19000000000005,1,2,3,123
14472.0,103,281,1936.84,3,1,1,311
14473.0,74,7,234.34,3,4,4,344
14474.0,43,30,537.71,2,3,3,233
14475.0,71,47,799.8199999999999,3,2,2,322
14476.0,257,19,215.7,4,3,4,434
14477.0,19,11,1307.8100000000002,2,4,2,242
14479.0,253,18,316.24999999999994,4,3,3,433
14480.0,11,13,279.05,1,4,4,144
14481.0,164,30,636.51,4,3,2,432
14482.0,18,144,2068.15,2,1,1,211
14483.0,149,10,129.2,4,4,4,444
14484.0,50,14,321.92,2,4,3,243
14485.0,38,47,165.75,2,2,4,224
14487.0,26,145,1183.58,2,1,2,212
14488.0,51,49,1047.43,3,2,2,322
14489.0,207,30,463.38,4,3,3,433
14491.0,175,17,340.93,4,4,3,443
14493.0,7,123,2362.84,1,1,1,111
14494.0,25,7,139.56,2,4,4,244
14495.0,50,6,123.79999999999998,2,4,4,244
14496.0,311,19,538.8100000000001,4,3,3,433
14497.0,301,31,457.47,4,3,3,433
14498.0,42,193,1957.3200000000002,2,1,1,211
14499.0,26,194,815.3199999999999,2,1,2,212
14500.0,88,7,356.85,3,4,3,343
14501.0,64,12,190.31000000000003,3,4,4,344
14502.0,19,631,2351.02,2,1,1,211
14503.0,3,164,3543.26,1,1,1,111
14504.0,47,107,673.26,2,1,2,212
14505.0,17,803,5818.700000000001,2,1,1,211
14506.0,17,316,2012.17,2,1,1,211
14507.0,23,98,1368.1799999999998,2,2,2,222
14508.0,22,57,276.42,2,2,4,224
14511.0,11,71,1267.4100000000003,1,2,2,122
14512.0,187,23,275.28,4,3,4,434
14513.0,100,18,438.49,3,3,3,333
14514.0,61,73,1055.35,3,2,2,322
14515.0,17,101,2102.0899999999997,2,2,1,221
14517.0,33,18,330.45000000000005,2,3,3,233
